counter,timediff_us,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
17817,862,45368,45356,45376,45358,45374,45375,345,340
17818,862,45368,45357,45376,45357,45374,45376,344,339
17819,862,45368,45357,45376,45357,45374,45376,345,340
17820,862,45367,45356,45374,45356,45373,45375,343,341
17821,865,45367,45355,45376,45357,45373,45375,344,340
17822,862,45368,45356,45375,45357,45373,45374,344,340
17823,862,45367,45357,45376,45356,45372,45375,343,340
17824,862,45367,45356,45376,45357,45373,45375,343,341
17825,862,45367,45357,45375,45358,45373,45374,343,341
17826,862,45367,45355,45375,45357,45373,45374,343,340
17827,862,45367,45356,45375,45358,45373,45374,344,340
17828,867,45367,45357,45376,45357,45374,45374,343,340
17829,865,45366,45357,45376,45357,45373,45374,344,340
17830,862,45369,45355,45377,45356,45371,45375,347,341
17831,862,45369,45357,45377,45357,45374,45375,341,341
17832,862,45367,45355,45376,45356,45373,45374,341,341
17833,867,45370,45358,45377,45358,45374,45375,343,339
