SoC,OCV
0.172,44.494612347145036
0.173,44.4998781701596
0.174,44.50511378456638
0.175,44.51031953661141
0.176,44.5154957666219
0.177,44.52064280914043
0.178,44.525760993055236
0.179,44.530850641726985
0.18,44.53591207311195
0.181,44.54094559988171
0.182,44.54595152953972
0.183,44.55093016453449
0.184,44.55588180236984
0.185,44.56080673571208
0.186,44.56570525249431
0.187,44.57057763601798
0.188,44.575424165051665
0.189,44.58024511392724
0.19,44.58504075263359
0.191,44.58981134690772
0.192,44.59455715832368
0.193,44.59927844437895
0.194,44.60397545857879
0.195,44.60864845051831
0.196,44.61329766596248
0.197,44.61792334692411
0.198,44.62252573173983
0.199,44.62710505514417
0.2,44.631661548341796
0.201,44.63619543907792
0.202,44.640706951706974
0.203,44.6451963072596
0.204,44.64966372350797
0.205,44.65410941502954
0.206,44.658533593269205
0.207,44.662936466600016
0.208,44.66731824038236
0.209,44.671679117021796
0.21,44.67601929602544
0.211,44.68033897405705
0.212,44.684638344990816
0.213,44.68891759996385
0.214,44.6931769274275
0.215,44.697416513197375
0.216,44.701636540502335
0.217,44.70583719003224
0.218,44.71001863998467
0.219,44.71418106611053
0.22,44.71832464175861
0.221,44.722449537919296
0.222,44.72655592326697
0.223,44.730643964201754
0.224,44.734713824890214
0.225,44.73876566730515
0.226,44.74279965126446
0.227,44.74681593446929
0.228,44.75081467254111
0.229,44.75479601905832
0.23,44.75876012559164
0.231,44.76270714173914
0.232,44.76663721516018
0.233,44.770550491608866
0.234,44.77444711496663
0.235,44.7783272272742
0.236,44.78219096876284
0.237,44.786038477885
0.238,44.789869891344225
0.239,44.79368534412452
0.24,44.79748496951905
0.241,44.80126889915827
0.242,44.80503726303747
0.243,44.80879018954374
0.244,44.812527805482375
0.245,44.8162502361028
0.246,44.81995760512387
0.247,44.82365003475871
0.248,44.82732764573908
0.249,44.83099055733923
0.25,44.834638887399194
0.251,44.83827275234779
0.252,44.84189226722498
0.253,44.845497545703914
0.254,44.84908870011251
0.255,44.85266584145456
0.256,44.85622907943047
0.257,44.85977852245764
0.258,44.863314277690264
0.259,44.866836451039056
0.26,44.87034514719025
0.261,44.87384046962452
0.262,44.877322520635346
0.263,44.880791401347146
0.264,44.88424721173301
0.265,44.88769005063212
0.266,44.891120015766816
0.267,44.894537203759384
0.268,44.89794171014844
0.269,44.90133362940519
0.27,44.904713054949184
0.271,44.908080079163874
0.272,44.911434793411914
0.273,44.91477728805011
0.274,44.91810765244418
0.275,44.92142597498312
0.276,44.92473234309345
0.277,44.928026843253136
0.278,44.93130956100521
0.279,44.93458058097123
0.28,44.93783998686449
0.281,44.94108786150294
0.282,44.94432428682194
0.283,44.94754934388669
0.284,44.950763112904596
0.285,44.95396567323727
0.286,44.95715710341241
0.287,44.96033748113541
0.288,44.96350688330085
0.289,44.96666538600369
0.29,44.96981306455034
0.291,44.97294999346951
0.292,44.97607624652291
0.293,44.97919189671569
