counter,timediff_us,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
424,939,43359,22116,32759,32763,32765,32767,54107,0
425,938,43372,22141,32759,32763,32765,32766,54107,0
426,942,43326,22165,32760,32762,32764,32767,54107,0
427,938,43385,22143,32760,32763,32765,32768,54107,1
428,938,43375,22132,32760,32763,32764,32766,54107,0
429,938,43320,22122,32760,32762,32765,32766,54107,0
430,938,43369,22175,32760,32762,32765,32767,54107,0
431,943,43365,22169,32760,32763,32765,32767,54107,0
432,938,43355,22140,32760,32763,32765,32767,54106,0
433,938,43378,22127,32761,32762,32765,32766,54107,0
434,938,43329,22158,32760,32763,32765,32767,54107,0
435,939,43362,22134,32760,32762,32765,32767,54107,0
436,942,43357,22138,32760,32763,32765,32766,54110,0
437,938,43311,22108,32761,32764,32765,32766,54107,0
438,939,43373,22155,32760,32763,32765,32767,54107,0
439,938,43356,22150,32761,32763,32764,32767,54107,4
440,938,43334,22135,32760,32762,32764,32766,54107,0
441,943,43376,22128,32760,32762,32765,32767,54108,0
442,938,43327,22145,32760,32762,32765,32766,54107,0
443,938,43370,22156,32760,32762,32764,32767,54108,0
444,943,43365,22158,32759,32763,32764,32766,54109,0
445,938,43327,22115,32760,32763,32765,32767,54108,0
446,942,43368,22136,32761,32762,32764,32767,54108,0
447,939,43358,22160,32761,32763,32765,32767,54105,0
448,938,43310,22135,32760,32762,32764,32767,54107,0
449,938,43375,22140,32760,32764,32764,32766,54107,1
450,938,43330,22139,32760,32763,32765,32767,54106,0
451,942,43342,22155,32760,32763,32765,32768,54107,0
452,939,43386,22157,32761,32763,32764,32766,54107,1
453,938,43339,22131,32760,32763,32764,32767,54107,0
454,938,43381,22146,32761,32762,32765,32767,54107,0
455,938,43365,22169,32760,32763,32765,32767,54109,0
456,943,43329,22153,32760,32763,32764,32767,54107,0
457,938,43368,22139,32759,32762,32765,32766,54107,0
458,938,43329,22134,32760,32763,32764,32766,54108,0
459,939,43350,22152,32760,32762,32765,32767,54107,0
460,944,43375,22171,32759,32762,32764,32766,54108,1
461,941,43333,22136,32760,32762,32765,32766,54108,0
462,939,43367,22127,32760,32763,32765,32765,54107,0
463,938,43371,22146,32760,32762,32764,32768,54108,0
464,938,43324,22152,32760,32762,32764,32766,54109,0
465,939,43383,22152,32760,32762,32765,32766,54106,0
466,942,43364,22130,32760,32763,32764,32767,54108,0
467,938,43325,22135,32761,32763,32764,32766,54108,0
468,938,43364,22151,32760,32762,32764,32767,54108,1
469,939,43333,22164,32760,32764,32765,32767,54107,0
470,938,43345,22105,32760,32763,32764,32767,54107,0
471,942,43366,22133,32758,32763,32763,32767,54107,0
472,939,43324,22159,32760,32763,32765,32766,54107,0
473,938,43368,22137,32760,32764,32765,32767,54108,0
474,938,43337,22105,32760,32762,32765,32766,54108,0
475,938,43323,22135,32760,32762,32765,32767,54107,0
476,943,43359,22163,32760,32763,32765,32766,54108,1
477,949,43333,22174,32760,32762,32765,32766,54108,0
478,938,43318,22150,32760,32763,32764,32766,54107,0
479,938,43358,22122,32761,32763,32765,32766,54107,0
