counter,timediff_us,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
65550,867,35952,33413,32030,35893,32783,32781,30821,28659
65551,922,35978,33402,31986,35921,32782,32782,30820,28660
65552,872,35927,33437,31956,35870,32782,32781,30821,28660
65553,865,35952,33431,32042,35907,32781,32782,30820,28660
65554,866,35960,33430,32032,35891,32781,32783,30823,28665
65555,866,35958,33388,31960,35901,32782,32782,30822,28660
65556,899,35998,33433,32004,35886,32781,32782,30817,28658
65557,864,35930,33392,31937,35940,32781,32783,30821,28661
65558,866,35948,33394,32035,35853,32781,32784,30821,28662
65559,878,35974,33409,32040,35952,32780,32781,30827,28666
65560,871,35946,33456,32011,35872,32782,32782,30822,28660
65561,866,35946,33445,31979,35944,32782,32782,30819,28662
65562,865,35921,33446,31975,35870,32782,32781,30822,28662
65563,865,35917,33455,32036,35932,32782,32783,30821,28659
65564,923,35971,33432,31973,35948,32781,32781,30820,28661
65565,867,35914,33448,32037,35862,32781,32782,30823,28660
65566,866,35929,33450,32031,35944,32782,32782,30822,28659
65567,869,35959,33446,31984,35869,32782,32782,30824,28662
65568,865,35952,33410,31942,35933,32782,32782,30822,28661
65569,918,35966,33409,32045,35877,32781,32783,30818,28659
65570,867,35938,33458,31959,35873,32782,32783,30821,28660
65571,866,35977,33441,32006,35951,32781,32783,30822,28661
65572,866,35979,33409,32041,35864,32782,32782,30826,28663
65573,866,35961,33409,31994,35932,32782,32783,30821,28660
65574,866,35966,33440,31951,35843,32781,32784,30821,28662
65575,868,35947,33446,32001,35932,32782,32783,30824,28662
65576,867,35912,33440,32044,35843,32781,32783,30821,28660
65577,908,35941,33469,32034,35859,32781,32781,30819,28659
65578,867,35941,33451,32029,35934,32782,32783,30820,28660
65579,865,35920,33448,31988,35849,32781,32784,30821,28661
65580,865,35926,33445,31941,35914,32782,32781,30825,28664
65581,865,35921,33427,32032,35896,32782,32783,30822,28660
65582,866,35946,33412,32017,35898,32779,32782,30815,28656
65583,871,35962,33432,31990,35888,32783,32782,30823,28660
65584,866,35961,33451,31947,35914,32781,32782,30823,28660
65585,925,35970,33424,32020,35922,32781,32780,30826,28666
65586,862,35959,33397,31967,35872,32782,32782,30822,28661
65587,866,35955,33431,31970,35896,32781,32783,30820,28660
65588,864,35950,33437,32029,35901,32781,32782,30822,28662
65589,866,35945,33448,32010,35889,32782,32781,30822,28659
65590,866,35932,33449,31967,35920,32782,32782,30819,28659
65591,866,35933,33440,32018,35900,32785,32784,30827,28667
65592,865,35947,33404,32022,35931,32783,32781,30823,28659
65593,867,35957,33439,31996,35861,32783,32781,30822,28659
65594,868,35954,33456,31957,35916,32782,32782,30826,28664
65595,867,35965,33456,32001,35874,32781,32782,30821,28659
65596,865,35982,33429,32023,35927,32782,32783,30821,28660
65597,863,35958,33413,31978,35842,32782,32782,30823,28661
65598,867,35918,33372,31943,35920,32782,32781,30822,28660
65599,865,35933,33446,32057,35855,32781,32782,30821,28660
65600,864,35931,33447,32022,35906,32782,32782,30823,28663
65601,866,35957,33455,31990,35843,32782,32782,30822,28660
65602,866,35972,33458,31971,35923,32782,32781,30821,28660
65603,864,35965,33419,32035,35878,32781,32783,30822,28664
65604,866,35964,33397,32014,35899,32782,32782,30821,28660
65605,862,35978,33464,31971,35915,32781,32783,30818,28660
65606,868,35942,33466,31976,35888,32782,32782,30822,28661
65607,865,35911,33449,32042,35923,32783,32783,30822,28660
65608,865,35907,33437,32022,35867,32782,32782,30824,28662
